symbol	hgnc_id	chr	diagnostic_category	coding_sequence_variant	frameshift_variant	inframe_deletion	inframe_insertion	initiator_codon_variant	missense_variant	splice_acceptor_variant	splice_donor_variant	stop_gained	stop_lost	stop_retained_variant	synonymous_variant	PTV_enrichment_p	power_median	s_het	observed_full	expected_full	enrich_all_p_full	enrich_mis_p_full	cluster_p_full	denovoWEST_p_full	observed_ud	expected_ud	enrich_all_p_ud	enrich_mis_p_ud	cluster_p_ud	denovoWEST_p_ud	denovoWEST_p_ud_synmod	gnomad_oe_syn	significant
ABI1	11320	10	none	0	0	0	0	0	0	0	0	0	0	0	0	0.141609760419923	0.636027000944665	0.045233549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
ABI2	24011	2	none	0	1	0	0	0	2	0	0	0	0	0	1	0.008997179869108	0.563732427995876	0.07634147	1.07915990541794	0.345662518125641	0.036430757194846	0.216505360825566	0.052207947792052	0.036430757194846	0.431145627027365	0.270315256624236	0.23790166119357	0.148281149912045	0.052045947954052	0.045257137753191	NA	NA	0
ABI3	29859	17	none	0	0	0	0	0	0	0	0	0	0	0	0	0.091717725751418	0.450169261401757	0.016677912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
ABI3BP	17265	3	none	0	0	0	0	0	4	0	0	0	0	0	1	0.2997131076256	0.987264199417458	0.006497911	0.538071514995048	0.847612042640113	1	0.447722188483761	0.215778784221216	0.322392169694583	0.439987518294979	0.662850192917863	1	0.415411870999306	0.133515866484133	0.215867278768946	NA	NA	0
ABL1	76	9	discordant	0	0	0	0	0	12	0	0	1	0	0	2	0.033813442520645	0.94058486961704	0.142453096	7.61584926082639	1.08536194922893	5.81E-08	5.13E-08	0.001738998261002	2.15E-09	6.37147676082639	0.84877554970934	3.09E-07	6.84E-08	0.002385997614002	3.84E-09	NA	NA	1
ABL2	77	1	none	0	0	0	0	0	4	0	0	0	0	0	3	0.281294625791473	0.977073324947136	0.007084002	0.715917858632413	0.617948164688329	0.356677329420878	0.150830977813195	0.557873442126558	0.292420865257858	0.43703034144475	0.483248278187586	1	0.283210038413135	0.822766177233823	0.572437803808821	NA	NA	0
ABLIM1	78	10	none	0	0	0	0	0	3	0	0	0	0	0	3	0.218793447334641	0.873398255279711	0.036167945	0.8449461	0.552413449972987	0.226036611468232	0.094144442759034	0.358662641337359	0.1481756884056	0.5783638	0.43199877239178	0.311932520932493	0.176124818219801	0.37986762013238	0.247845947854931	NA	NA	0
ABLIM2	19195	4	none	0	0	0	0	0	5	0	0	0	0	0	0	0.21047837894337	0.846493277864704	0.053640238	0.917990776315547	0.447680827014224	0.117772274066825	0.022653478383108	0.568708431291569	0.068948816084606	0.730293398032876	0.350095689565377	0.132946008170078	0.033982391695992	0.844939155060845	0.130655976626485	NA	NA	0
ABLIM3	29132	5	none	0	0	0	0	0	0	0	0	0	0	0	0	0.220750986635303	0.879161344015967	0.016766673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
ABR	81	17	none	0	0	0	0	0	3	0	0	0	0	0	1	0.220983262568979	0.879831222177171	0.211293531	0.617088755335943	1.22361177162179	1	1	0.7004732995267	0.949841114866428	0.617088755335943	0.956889777485665	1	1	0.699053300946699	0.949334156465776	NA	NA	0
ABRA	30655	8	none	0	0	0	0	0	1	0	0	0	0	0	3	0.09584701908907	0.293942173223889	0.008414981	0.11173189090629	0.202667007809618	1	1	NA	1	0.11173189090629	0.158489802488247	1	1	NA	1	NA	NA	0
ABRACL	21230	6	none	0	0	0	0	0	0	0	0	0	0	0	0	0.023971729030383	0.05759895225836	0.041576288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
ABRAXAS1	25829	4	none	0	0	0	0	0	0	0	0	0	0	0	0	0.120111761659129	0.481977102140334	0.007858726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
ABRAXAS2	28975	10	none	0	0	0	0	0	2	0	0	0	0	0	0	0.118762332076541	0.471635342625638	0.031756722	0.232474372707635	0.219535914077804	0.404811088820396	0.324546080136495	0.07980892019108	0.120532078214483	0.134390376007565	0.171681636973459	1	0.351733584453887	NA	1	NA	NA	0
ABT1	17369	6	none	0	0	0	0	0	0	0	0	0	0	0	0	0.057230864109529	0.162653529039428	0.018802708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
ABTB1	18275	3	none	0	0	0	0	0	0	0	0	0	0	0	1	0.142128001859837	0.639418881594753	NA	0.001	0.305111454146658	1	1	NA	1	0.001	0.23860348375021	1	1	NA	1	NA	NA	0
ABTB2	23842	11	none	0	0	0	0	0	1	0	0	0	0	0	0	0.238086140902432	0.921596123879466	0.042042177	0.3053795	0.915816952937121	1	1	NA	1	0.3053795	0.716187847026104	1	1	NA	1	NA	NA	0
AC000003.2	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.020391573998691	0.03873492384613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC002451.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.026590305334712	0.073703428579888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC002472.13	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.097046791043783	0.303044187886946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC003101.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.042474917818198	0.07229063539228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC003102.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.007220204295673	0.002388887301226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC004017.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.01773162164973	0.027205804019231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC004076.9	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.040213645718245	0.061607780588463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC004381.6	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.18328728901328	0.847642802618146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC004466.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.027845916131455	0.082075130021207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC004899.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.037919634721295	0.051713340735952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC005003.1	NA	NA	none	0	0	0	0	0	2	0	0	0	0	0	0	0.022272905851669	0.048179554835377	NA	NA	NA	NA	NA	0.834298165701834	1	NA	NA	NA	NA	NA	NA	NA	NA	0
AC005008.2	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.038228296341761	0.052988836871316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC005358.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.167157979889365	0.780652929034126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC005477.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.026630941791624	0.073967946634089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC005481.5	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.026412108261192	0.072548624533274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC005609.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.036186516284145	0.044875305393682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC006126.3	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.021823725285584	0.045829142405397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC006132.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.025766099451224	0.068433064380073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC006372.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.043398663689661	0.076915941549911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC006435.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.041342169648958	0.066824897814455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC006449.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.022853706297933	0.051306214514388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC006455.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.036585876881622	0.046402198774643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC006486.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.037042667246173	0.048184499116494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC006946.15	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.04410606050109	0.080558904398717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC006967.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.030770791114529	0.027039673325201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC007040.11	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.053363736368068	0.135821757780053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC007375.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.041427414648149	0.067228266343298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC007390.5	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.021238031864875	0.042853930768856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC007401.2	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.026448620786032	0.072784559324021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC007405.2	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.069227304934794	0.256332535577192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC007421.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.000683661689003	0.000294045937313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC007431.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.031191565640578	0.028235778515268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC007461.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.008699259970463	0.004025846681473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC007557.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.02309348203271	0.052625570716424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC007919.2	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.02239449569341	0.048825976596713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC007952.5	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.045164335854295	0.086170291940326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC007952.6	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.040988506600341	0.065165306441024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC008060.7	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.029954620087629	0.024808915930236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC008132.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.041439889057628	0.067287402650046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC008132.13	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.110715334432631	0.409153533420238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC008394.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.035981766945539	0.044103812171944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC008443.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.030766053140646	0.027026384000469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC008498.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.014503372241833	0.016133714459132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC008948.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.017743824040715	0.027253742751127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC008964.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.013649320602137	0.013737823764844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC009365.3	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.032986561107812	0.033694203400177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC009403.2	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.019149080499403	0.033080560608475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC009892.10	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.026494916014574	0.073084214997058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC010327.2	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.055298076804163	0.148996023838498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC010336.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.055730677153918	0.152011165366278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC010441.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.038225825705885	0.052978558250362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC010536.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.063753708613129	0.211936490713204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC011294.3	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.027947447747913	0.082769762107023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC011366.3	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.010521908880533	0.00680521743145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC011484.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.048595738025769	0.105659063863784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC011755.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.024123534232279	0.058480828383453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC011897.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.04884954774896	0.107176862207047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC011997.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.036130562795651	0.044663710399934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC012123.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.05410515567801	0.140810846705863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC012215.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.029256715229335	0.022994063365972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC012493.2	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.018510914771699	0.030359321238801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC013269.5	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.044012437365233	0.080071769577358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC013449.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.026592504241053	0.073717730954252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC015987.2	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.01769047586365	0.027044495298591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC015989.2	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.020647168871343	0.039956034335666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC016251.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.030361137295321	0.025905328491078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC016586.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.032963798880307	0.033621350281916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC016722.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.036645489728808	0.046632626389852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC016757.3	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.043722965659489	0.078575227370217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC017081.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.022910598536149	0.051617757978525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC018470.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.220465880375979	0.878335081483438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC018630.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.011886744124578	0.009482144800627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC018755.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.055107620180524	0.147676397710443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC018816.3	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.029446486930468	0.023479150728865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC018867.2	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.00841768406898	0.003673316679342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC019294.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.055463112148996	0.150143390517639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC020907.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.028932409747597	0.022179530475266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC020922.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.036141900353328	0.044706538417177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC021218.2	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.060464590114833	0.186515074527528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC021860.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.043062556682846	0.075215657863662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC022400.2	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.031267786178597	0.028455814581712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC022431.2	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.036109906627103	0.044585741562812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC022498.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.020800241229944	0.040696744962583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC022532.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.034136955184523	0.037498693160414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC023469.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.028330475096586	0.020715696579673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC023590.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.011076477600305	0.007829439975649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC023632.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.016144518885533	0.021361838961768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC024257.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.03314484002494	0.03420338909702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC024940.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.033799797794962	0.036358739461149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC025278.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.015584082678262	0.019483616306188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC026310.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.07085613079429	0.269946438730676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC026703.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.019976121841585	0.036792147807371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC027309.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.010392267801635	0.006578095280186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC040160.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.044003484463813	0.08002526589813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC068987.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.024344192529065	0.059774261136095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC069547.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.011782223998333	0.009258388486791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC069547.2	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.024227150404956	0.059086491343902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC073188.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.036585876881622	0.046402198774643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC073333.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.023690534970055	0.055982651579796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC074091.13	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.050537813326862	0.117530042476545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC074212.3	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.159730369936113	0.743505347726218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC074389.6	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.043187780657719	0.075846821871023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC079210.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.02893088229436	0.022175737086697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC079341.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.022139851558129	0.047477145109953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC079354.1	NA	NA	none	0	1	0	0	0	2	0	0	0	0	0	0	0.015799039254509	0.804484109864849	NA	NA	NA	NA	NA	0.784456215543784	1	NA	NA	NA	NA	NA	NA	NA	NA	0
AC079354.2	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.008586639908174	0.003882468287284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC079602.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.037608761822769	0.050446311651805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC079612.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.05784691293984	0.167104990202365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC084121.16	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.059582919403056	0.179890859537775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC087645.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.099323920885735	0.320462696745989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC090186.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.005630123056687	0.001178896621876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC090616.2	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.033210525421192	0.034416033483235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
AC091150.1	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.03359757238825	0.03568493143143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
