transcript	gene	chr	amino_acids	genomic_start	genomic_end	obs_mis	exp_mis	obs_exp	chisq_diff_null	region_name
ENST00000370793.1	USP33	1	484-943	78189048	78163002	79	125,2874731	0,630549871	19,71118757	USP33_3
ENST00000562955.1	SZT2	1	1-822	43855640	43890098	199	290,4727676	0,68509004	28,8056856	SZT2_1
ENST00000562955.1	SZT2	1	823-3376	43890099	43916151	870	973,8206727	0,893388305	11,06849791	SZT2_2
ENST00000372289.2	DMAP1	1	1-98	44679426	44680471	6	33,31080831	0,180121717	22,39153862	DMAP1_1
ENST00000372289.2	DMAP1	1	99-468	44680472	44686290	122	165,5768581	0,736817943	11,46864714	DMAP1_2
ENST00000472174.2	ATP6V0B	1	1-67	44440713	44441974	18	20,35982147	0,884094196	0,284742997	ATP6V0B_1
ENST00000472174.2	ATP6V0B	1	68-93	44441975	44442262	0	8,157943095	0	16,31588619	ATP6V0B_2
ENST00000472174.2	ATP6V0B	1	94-206	44442263	44443679	18	45,16763623	0,398515431	21,2149463	ATP6V0B_3
ENST00000442999.3	A3GALT2	1	1-215	33786699	33772745	92	90,39301902	1,017777711	0,028568444	A3GALT2_1
ENST00000442999.3	A3GALT2	1	216-341	33772744	33772367	12	63,1118216	0,190138705	41,39348606	A3GALT2_2
ENST00000360584.2	SLC6A9	1	1-83	44482805	44477233	41	31,98945398	1,281672392	0	SLC6A9_1
ENST00000360584.2	SLC6A9	1	84-546	44476554	44466644	104	185,7414179	0,559918198	42,85020295	SLC6A9_2
ENST00000360584.2	SLC6A9	1	547-707	44466643	44463217	71	74,51792553	0,952790882	0,168755123	SLC6A9_3
ENST00000373075.2	MEAF6	1	1-18	37980347	37980294	10	10,27835154	0,97291866	0,007607117	MEAF6_1
ENST00000373075.2	MEAF6	1	19-71	37980293	37975137	0	20,40205341	0	40,80410683	MEAF6_2
ENST00000373075.2	MEAF6	1	72-202	37975136	37959700	23	44,22531639	0,520064114	12,37568659	MEAF6_3
ENST00000401041.1	MIER1	1	1-73	67390712	67411858	4	22,68777096	0,176306434	15,39299669	MIER1_1
ENST00000401041.1	MIER1	1	74-566	67411859	67450583	128	138,6383843	0,923265232	0,816333948	MIER1_2
ENST00000319517.6	LPHN2	1	1-391	82302670	82409428	76	130,3762262	0,582928362	22,67878174	LPHN2_1
ENST00000319517.6	LPHN2	1	392-1404	82409429	82456829	318	296,151566	1,073774501	1,611857319	LPHN2_2
ENST00000373347.1	DLGAP3	1	1-921	35370984	35331861	261	402,4456632	0,648534756	49,7132345	DLGAP3_1
ENST00000373347.1	DLGAP3	1	922-980	35331860	35331684	4	32,04437699	0,124826892	24,54368456	DLGAP3_2
ENST00000257177.4	ZCCHC11	1	1-897	52991952	52940540	263	250,1776593	1,051252941	0,657182667	ZCCHC11_1
ENST00000257177.4	ZCCHC11	1	898-1337	52940539	52902578	34	121,9376024	0,278831134	63,41786099	ZCCHC11_2
ENST00000257177.4	ZCCHC11	1	1338-1646	52902577	52889607	97	105,9602681	0,915437472	0,75770292	ZCCHC11_3
ENST00000373045.6	MANEAL	1	1-217	38259855	38261509	37	98,64463716	0,375083746	38,52273575	MANEAL_1
ENST00000373045.6	MANEAL	1	218-458	38261510	38265875	96	94,88405145	1,011761182	0,013124873	MANEAL_2
ENST00000447887.1	OSBPL9	1	1-136	52082783	52211228	15	39,79525084	0,376929399	20,31958033	OSBPL9_1
ENST00000447887.1	OSBPL9	1	137-382	52211229	52238341	77	70,68492863	1,08934113	0	OSBPL9_2
ENST00000447887.1	OSBPL9	1	383-747	52238342	52253461	74	103,3673825	0,715893139	9,269558351	OSBPL9_3
ENST00000306052.6	LRP8	1	1-312	53793584	53741373	41	97,43176181	0,420807335	32,68486253	LRP8_1
ENST00000306052.6	LRP8	1	313-964	53741372	53712690	183	230,5965306	0,7935939	9,82421425	LRP8_2
ENST00000284031.8	DDAH1	1	1-56	85930728	85930561	4	30,24626175	0,132247748	22,77525274	DDAH1_1
ENST00000284031.8	DDAH1	1	57-286	85930560	85787135	65	76,81417	0,846198039	1,817042518	DDAH1_2
ENST00000347132.5	KCNQ4	1	1-335	41249766	41285896	64	169,2491823	0,378140675	65,45018548	KCNQ4_1
ENST00000347132.5	KCNQ4	1	336-529	41285897	41298759	80	76,49442168	1,045827895	0,160653275	KCNQ4_2
ENST00000347132.5	KCNQ4	1	530-696	41298760	41304195	37	82,2084065	0,450075626	24,86120465	KCNQ4_3
ENST00000370238.3	GCLM	1	1-43	94374719	94370142	0	7,623603922	0	7,623603922	GCLM_1
ENST00000370238.3	GCLM	1	44-275	94370141	94354546	52	60,31570626	0,862130334	1,146483643	GCLM_2
ENST00000370768.2	FUBP1	1	1-201	78444688	78430786	41	65,59524198	0,625045335	10,6561341	FUBP1_1
ENST00000370768.2	FUBP1	1	202-247	78430785	78430427	0	16,20135847	0	32,40271695	FUBP1_2
ENST00000370768.2	FUBP1	1	248-645	78430426	78414451	76	118,8411017	0,639509386	17,72999833	FUBP1_3
ENST00000354831.7	NRD1	1	1-278	52344287	52302041	98	90,1912069	1,086580426	0,676088632	NRD1_1
ENST00000354831.7	NRD1	1	279-1220	52301884	52254908	184	269,3935599	0,683015585	27,06842759	NRD1_2
ENST00000370298.4	MTF2	1	1-173	93545084	93581062	40	51,71048654	0,773537491	2,87848178	MTF2_1
ENST00000370298.4	MTF2	1	174-373	93581063	93594964	14	55,44113681	0,252520075	44,34686677	MTF2_2
ENST00000370298.4	MTF2	1	374-594	93594965	93602584	62	71,55065288	0,866518997	1,33567129	MTF2_3
ENST00000287727.3	ZFYVE9	1	1-1048	52698879	52759243	294	273,0236745	1,076829694	1,611604677	ZFYVE9_1
ENST00000287727.3	ZFYVE9	1	1049-1426	52759244	52811893	75	123,8938645	0,605356853	19,29562855	ZFYVE9_2
ENST00000545844.1	MACF1	1	1-379	39549891	39750091	74	138,9899038	0,532412772	30,38844891	MACF1_1
ENST00000545844.1	MACF1	1	380-4526	39750092	39913253	1222	1233,045227	0,991042318	0,098939629	MACF1_2
ENST00000545844.1	MACF1	1	4527-5006	39913254	39924161	112	173,6034387	0,645148511	21,86007193	MACF1_3
ENST00000545844.1	MACF1	1	5007-5077	39924162	39926351	29	24,2212001	1,19729823	0,942848759	MACF1_4
ENST00000545844.1	MACF1	1	5078-5231	39926352	39934403	11	71,01764372	0,154891087	50,72144567	MACF1_5
ENST00000545844.1	MACF1	1	5232-5431	39934404	39951466	51	81,1580316	0,62840361	11,20661569	MACF1_6
ENST00000310638.4	CYP4A11	1	1-170	47407105	47402336	77	55,77091368	1,380647992	0	CYP4A11_1
ENST00000310638.4	CYP4A11	1	171-219	47401319	47400805	0	14,08616934	0	28,17233869	CYP4A11_2
ENST00000310638.4	CYP4A11	1	220-520	47400804	47395787	121	103,953602	1,16398083	0	CYP4A11_3
ENST00000370995.2	SERBP1	1	1-235	67895983	67889996	67	120,826662	0,554513374	28,63830063	SERBP1_1
ENST00000370995.2	SERBP1	1	236-286	67889995	67885830	16	12,39349638	1,290999691	0	SERBP1_2
ENST00000370995.2	SERBP1	1	287-409	67885829	67878890	11	54,08736688	0,203374663	51,13521558	SERBP1_3
ENST00000372343.3	IPO13	1	1-317	44413273	44422121	79	96,01024634	0,822828844	3,209376248	IPO13_1
ENST00000372343.3	IPO13	1	318-629	44422122	44424420	34	101,4541984	0,335126595	60,56760586	IPO13_2
ENST00000372343.3	IPO13	1	630-964	44424421	44433354	87	117,6146193	0,739703963	8,767329823	IPO13_3
ENST00000236040.4	LEPRE1	1	1-130	43232642	43232253	32	75,30948217	0,424913292	24,90670752	LEPRE1_1
ENST00000236040.4	LEPRE1	1	131-805	43232252	43212583	243	248,9309409	0,976174352	0,141308509	LEPRE1_2
ENST00000373191.4	AGO3	1	1-252	36397028	36470039	55	85,14383153	0,645965762	10,67194843	AGO3_1
ENST00000373191.4	AGO3	1	253-861	36470040	36521346	53	218,0511382	0,243062249	124,9334374	AGO3_2
ENST00000361297.2	MAST2	1	1-492	46269568	46488634	144	154,2938798	0,93328394	0,702570715	MAST2_1
ENST00000361297.2	MAST2	1	493-742	46488635	46495145	46	100,7609837	0,456525912	37,38386417	MAST2_2
ENST00000361297.2	MAST2	1	743-1799	46495146	46501738	372	383,3378849	0,97042326	0,338693515	MAST2_3
ENST00000373204.4	AGO1	1	1-177	36349023	36359293	35	73,00795817	0,479399793	24,55048906	AGO1_1
ENST00000373204.4	AGO1	1	178-594	36359294	36379824	31	169,8219374	0,182544143	172,1965528	AGO1_2
ENST00000373204.4	AGO1	1	595-858	36379825	36385208	34	106,6822805	0,318703348	67,60693155	AGO1_3
ENST00000372172.4	HECTD3	1	1-93	45476929	45476651	5	45,14720639	0,110748824	35,70095051	HECTD3_1
ENST00000372172.4	HECTD3	1	94-862	45476650	45469164	243	326,9848875	0,743153611	21,57121508	HECTD3_2
ENST00000342505.4	JAK1	1	1-663	65351947	65311322	155	236,6259272	0,655042336	28,15748921	JAK1_1
ENST00000342505.4	JAK1	1	664-1155	65311321	65300245	66	168,8540093	0,390870198	62,65144239	JAK1_2
ENST00000372858.3	PABPC4	1	1-148	40041623	40036965	15	65,40706541	0,229333022	38,84706075	PABPC4_1
ENST00000372858.3	PABPC4	1	149-661	40036964	40027370	127	188,5107857	0,673701505	20,07087684	PABPC4_2
ENST00000371269.3	DHCR24	1	1-146	55352792	55341670	26	72,26721636	0,359775861	29,62138875	DHCR24_1
ENST00000371269.3	DHCR24	1	147-517	55341669	55317906	111	143,9789739	0,770945903	7,553969093	DHCR24_2
ENST00000257181.9	PRPF38A	1	1-113	52870422	52874289	6	40,93692001	0,146566962	29,81632178	PRPF38A_1
ENST00000257181.9	PRPF38A	1	114-313	52874290	52882362	68	90,65938048	0,750060277	5,663479288	PRPF38A_2
ENST00000341460.5	SYDE2	1	1-139	85666679	85666263	17	95,76687458	0,177514408	64,78461951	SYDE2_1
ENST00000341460.5	SYDE2	1	140-1195	85666262	85624433	318	297,3329181	1,06950822	1,436532081	SYDE2_2
ENST00000314607.6	ZMYM4	1	1-403	35734648	35846887	121	109,4126348	1,105905183	1,227162033	ZMYM4_1
ENST00000314607.6	ZMYM4	1	404-1549	35846888	35885278	213	342,9383592	0,621102873	49,23327103	ZMYM4_2
ENST00000294638.5	LHX8	1	1-228	75596400	75609603	50	69,36184828	0,720857377	5,99229913	LHX8_1
ENST00000294638.5	LHX8	1	229-275	75609604	75622592	0	16,51894609	0	33,03789217	LHX8_2
ENST00000294638.5	LHX8	1	276-357	75622593	75626580	24	29,02641304	0,826833132	0,925511859	LHX8_3
ENST00000331593.5	BMP8A	1	1-302	39957664	39988112	20	106,267167	0,188204885	70,03126475	BMP8A_1
ENST00000331593.5	BMP8A	1	303-403	39988113	39991470	38	44,12355446	0,861218015	0,849839042	BMP8A_2
ENST00000350030.3	NASP	1	1-502	46049819	46078920	163	129,3699594	1,259952471	0	NASP_1
ENST00000350030.3	NASP	1	503-608	46079768	46080842	6	29,53889663	0,203122008	27,95041179	NASP_2
ENST00000350030.3	NASP	1	609-789	46080843	46083813	65	54,41662961	1,194487797	0	NASP_3
ENST00000359947.4	PTPRF	1	1-491	44010747	44057166	139	223,4181914	0,622151666	31,89727296	PTPRF_1
ENST00000359947.4	PTPRF	1	492-1746	44057167	44085892	494	574,3380131	0,860120676	11,23762697	PTPRF_2
ENST00000359947.4	PTPRF	1	1747-1908	44086125	44087674	38	81,19697455	0,467997733	22,9808884	PTPRF_3
ENST00000361247.4	ARHGEF2	1	1-673	155948218	155921992	130	290,9958712	0,446741734	89,07229661	ARHGEF2_1
ENST00000361247.4	ARHGEF2	1	674-987	155921991	155917733	92	126,7828423	0,725650241	9,542664406	ARHGEF2_2
ENST00000307546.9	MAGI3	1	1-111	113933656	114092153	15	41,15070096	0,364513839	16,61840855	MAGI3_1
ENST00000307546.9	MAGI3	1	112-1482	114092154	114226636	393	390,6796226	1,005939336	0,0137815	MAGI3_2
ENST00000368474.4	ADAR	1	1-709	154580482	154569424	198	216,8142329	0,91322418	1,632620498	ADAR_1
ENST00000368474.4	ADAR	1	710-1227	154569423	154557282	99	206,6165716	0,479148402	56,05226333	ADAR_2
ENST00000358465.2	TRIM33	1	1-474	115053697	114968344	39	125,3955561	0,311015806	81,69401175	TRIM33_1
ENST00000358465.2	TRIM33	1	475-880	114968343	114948160	78	113,1984794	0,689055192	12,29726945	TRIM33_2
ENST00000358465.2	TRIM33	1	881-1128	114948159	114940270	27	79,54189971	0,339443741	46,73965833	TRIM33_3
ENST00000361217.4	DENND4B	1	1-747	153916850	153909216	176	278,476747	0,632009681	43,43809439	DENND4B_1
ENST00000361217.4	DENND4B	1	748-1140	153909215	153905706	136	130,9081274	1,038896535	0	DENND4B_2
ENST00000361217.4	DENND4B	1	1141-1497	153905705	153902773	66	115,0911173	0,573458678	24,78107417	DENND4B_3
ENST00000428931.1	UBAP2L	1	1-623	154197600	154227326	121	204,0264962	0,593060226	33,78678358	UBAP2L_1
ENST00000428931.1	UBAP2L	1	624-845	154227327	154232462	77	75,11170264	1,025139856	0,047471523	UBAP2L_2
ENST00000428931.1	UBAP2L	1	846-1088	154232463	154242771	30	87,62810513	0,342355914	37,89878254	UBAP2L_3
ENST00000256637.6	SORT1	1	1-128	109940514	109910086	0	6,682783575	0	13,36556715	SORT1_1
ENST00000256637.6	SORT1	1	129-640	109910085	109865658	150	164,7902852	0,910247833	1,369058611	SORT1_2
ENST00000256637.6	SORT1	1	641-832	109865657	109856665	34	64,12504966	0,530214014	17,1058297	SORT1_3
ENST00000400794.3	WDR47	1	1-500	109566134	109538417	96	146,0235725	0,657428101	19,51852945	WDR47_1
ENST00000400794.3	WDR47	1	501-659	109538416	109526046	53	44,19261275	1,199295464	0	WDR47_2
ENST00000400794.3	WDR47	1	660-928	109526045	109514052	39	80,84092742	0,482428904	26,82596078	WDR47_3
ENST00000426398.2	PTBP2	1	1-158	97187421	97243182	44	54,66663799	0,804878471	2,081290715	PTBP2_1
ENST00000426398.2	PTBP2	1	159-532	97243183	97278961	34	108,9114404	0,312180244	51,52556864	PTBP2_2
ENST00000348159.4	MEF2D	1	1-106	156453084	156450704	9	53,64249693	0,167777425	37,15249375	MEF2D_1
ENST00000348159.4	MEF2D	1	107-522	156450703	156437437	125	148,0028639	0,844578252	3,575145316	MEF2D_2
ENST00000545121.1	CEPT1	1	1-148	111690337	111702106	44	45,08515186	0,975931059	0,026118456	CEPT1_1
ENST00000545121.1	CEPT1	1	149-417	111702107	111726932	35	80,6367138	0,434045466	25,8283051	CEPT1_2
ENST00000414303.2	AMY2A	1	1-104	104160063	104160719	28	30,85673268	0,90741947	0,264477826	AMY2A_1
ENST00000414303.2	AMY2A	1	105-512	104160720	104168368	2	45,26817716	0,044181147	41,35653946	AMY2A_2
ENST00000344770.2	PDZK1	1	1-141	145747044	145748550	35	41,23724717	0,848747247	0,943400808	PDZK1_1
ENST00000344770.2	PDZK1	1	142-520	145748551	145763623	6	55,47640308	0,108154092	44,12532764	PDZK1_2
ENST00000327247.5	GBA	1	1-86	155210903	155209726	41	31,72948328	1,29217358	2,708600061	GBA_1
ENST00000327247.5	GBA	1	87-537	155209725	155204786	83	150,7227887	0,550679832	30,42921474	GBA_2
ENST00000368339.5	YY1AP1	1	1-289	155658255	155642481	104	104,6067195	0,994199995	0,0035258	YY1AP1_1
ENST00000368339.5	YY1AP1	1	290-333	155642480	155640254	0	11,37660475	0	22,75320949	YY1AP1_2
ENST00000368339.5	YY1AP1	1	334-889	155640253	155629448	168	164,0299167	1,02420341	0	YY1AP1_3
ENST00000413052.2	MOV10	1	1-48	113217535	113231563	10	30,99896716	0,322591393	19,37055845	MOV10_1
ENST00000413052.2	MOV10	1	49-322	113231564	113234416	108	111,0331132	0,972682805	0,083621086	MOV10_2
ENST00000413052.2	MOV10	1	323-1004	113234417	113243129	157	253,3179636	0,619774444	42,41843159	MOV10_3
ENST00000271628.8	SF3B4	1	1-218	149899651	149898320	6	73,56271746	0,081563055	62,05209579	SF3B4_1
ENST00000271628.8	SF3B4	1	219-425	149898319	149895434	39	59,08646248	0,660049669	6,82839957	SF3B4_2
ENST00000370025.4	PRPF38B	1	1-308	109235214	109241925	44	120,2560532	0,365885948	48,35503492	PRPF38B_1
ENST00000370025.4	PRPF38B	1	309-547	109241926	109242642	84	93,10036992	0,902252054	0,889542467	PRPF38B_2
ENST00000368376.3	MTX1	1	1-287	155178596	155182265	90	97,85009696	0,919774255	0,629779879	MTX1_1
ENST00000368376.3	MTX1	1	288-467	155182266	155183489	0	24,86735773	0	24,86735773	MTX1_2
ENST00000369787.3	KCNC4	1	1-491	110754122	110766380	110	264,6119071	0,415703138	90,33925222	KCNC4_1
ENST00000369787.3	KCNC4	1	492-636	110766381	110774931	67	69,98854009	0,95729958	0,127611919	KCNC4_2
ENST00000361168.5	CLK2	1	1-134	155240768	155238581	77	98,2703974	0,783552342	4,977512971	CLK2_1
ENST00000361168.5	CLK2	1	135-389	155238580	155234068	31	89,86721494	0,344953385	51,7449787	CLK2_2
ENST00000361168.5	CLK2	1	390-499	155234067	155233009	38	53,83620713	0,705844673	5,197048479	CLK2_3
ENST00000361361.2	FAM189B	1	1-411	155224668	155220344	126	143,2006783	0,879884101	2,154155347	FAM189B_1
ENST00000361361.2	FAM189B	1	412-500	155220343	155220077	6	35,82996524	0,1674576	38,21562938	FAM189B_2
ENST00000361361.2	FAM189B	1	501-669	155220076	155217573	70	62,95725524	1,111865499	0	FAM189B_3
ENST00000368875.2	PI4KB	1	1-327	151298655	151282696	86	112,2802678	0,76594046	6,151147391	PI4KB_1
ENST00000368875.2	PI4KB	1	328-829	151282695	151265328	65	189,0057688	0,343904847	81,35958386	PI4KB_2
ENST00000369795.3	STRIP1	1	1-677	110577260	110593652	173	209,1162159	0,827291175	6,237589202	STRIP1_1
ENST00000369795.3	STRIP1	1	678-838	110593653	110596534	25	64,53724311	0,387373225	24,22157373	STRIP1_2
ENST00000369068.4	RPRD2	1	1-394	150337191	150432564	64	111,9422645	0,571723292	20,53255517	RPRD2_1
ENST00000369068.4	RPRD2	1	395-1462	150432565	150445810	321	332,4529551	0,965550148	0,394552605	RPRD2_2
ENST00000271715.2	POGZ	1	1-852	151414680	151379097	163	285,9115486	0,570106387	52,83888968	POGZ_1
ENST00000271715.2	POGZ	1	853-1411	151379096	151377278	160	186,3239393	0,8587195	3,719059294	POGZ_2
ENST00000358595.5	ARNT	1	1-86	150849043	150814914	24	26,64221428	0,900826025	0,271158297	ARNT_1
ENST00000358595.5	ARNT	1	87-270	150814913	150804869	26	67,74096848	0,383815003	33,68701743	ARNT_2
ENST00000358595.5	ARNT	1	271-790	150804868	150784497	137	159,1610594	0,860763308	3,239732638	ARNT_3
ENST00000361824.2	HORMAD1	1	1-100	150691981	150684309	9	27,06143029	0,332576656	12,05462019	HORMAD1_1
ENST00000361824.2	HORMAD1	1	101-395	150684047	150671130	76	72,92392742	1,042181938	0,129754702	HORMAD1_2
ENST00000271277.6	CTTNBP2NL	1	1-146	112958788	112997178	20	44,8921706	0,445511984	13,80241028	CTTNBP2NL_1
ENST00000271277.6	CTTNBP2NL	1	147-640	112998553	113000034	159	142,2118284	1,118050459	1,981851349	CTTNBP2NL_2
ENST00000318967.2	INTS3	1	1-81	153701111	153713769	27	27,21880877	0,991961119	0,001758978	INTS3_1
ENST00000318967.2	INTS3	1	82-1043	153713770	153745746	139	342,7120184	0,405588344	121,0887982	INTS3_2
ENST00000369558.1	HIPK1	1	1-466	114483006	114498262	84	144,2590337	0,582285891	25,17104855	HIPK1_1
ENST00000369558.1	HIPK1	1	467-1211	114498263	114516134	215	228,9976013	0,938874463	0,855610893	HIPK1_2
ENST00000368476.3	CHRNB2	1	1-446	154540521	154544637	89	239,6652598	0,371351276	94,71552333	CHRNB2_1
ENST00000368476.3	CHRNB2	1	447-503	154548238	154548408	21	20,57685791	1,02056398	0,008701486	CHRNB2_2
ENST00000313835.9	GPR89A	1	1-33	145826929	145818770	9	11,88165475	0,75747025	0,698887007	GPR89A_1
ENST00000313835.9	GPR89A	1	34-456	145818769	145765019	5	60,80510515	0,082229938	51,21625484	GPR89A_2
ENST00000392403.3	ASH1L	1	1-1942	155491310	155408120	526	555,4710591	0,946944024	1,5636158	ASH1L_1
ENST00000392403.3	ASH1L	1	1943-2965	155408119	155307451	205	365,0866377	0,561510554	70,19630115	ASH1L_2
ENST00000442909.2	NBPF12	1	1-83	146395342	146397432	16	6,909690369	2,315588564	11,9591074	NBPF12_1
ENST00000442909.2	NBPF12	1	84-565	146397433	146408061	0	46,47321726	0	46,47321726	NBPF12_2
ENST00000442909.2	NBPF12	1	566-3332	146408062	146466121	16	30,83634784	0,51886819	7,138238885	NBPF12_3
ENST00000290583.4	CELF3	1	1-182	151688496	151680352	19	74,78701117	0,254054811	59,5062231	CELF3_1
ENST00000290583.4	CELF3	1	183-369	151680351	151678719	37	43,8604424	0,843584742	1,133860948	CELF3_2
ENST00000290583.4	CELF3	1	370-466	151678718	151677517	7	34,84030208	0,200916742	33,21249874	CELF3_3
ENST00000368408.3	EFNA3	1	1-149	155051418	155058357	23	57,95190325	0,396880839	21,08016256	EFNA3_1
ENST00000368408.3	EFNA3	1	150-239	155058358	155059019	36	34,60955438	1,040175196	0,055861425	EFNA3_2
ENST00000234677.2	SARS	1	1-361	109756615	109778712	75	132,333747	0,566748858	29,4916433	SARS_1
ENST00000234677.2	SARS	1	362-474	109778713	109780387	11	45,76724187	0,240346579	38,16967071	SARS_2
ENST00000234677.2	SARS	1	475-515	109780388	109780510	16	12,15042182	1,316826711	0	SARS_3
ENST00000245564.2	MSTO1	1	1-233	155580040	155581993	1	42,9248591	0,023296524	40,94815562	MSTO1_1
ENST00000245564.2	MSTO1	1	234-444	155581994	155583301	51	71,40930103	0,714192679	5,833127654	MSTO1_2
ENST00000245564.2	MSTO1	1	445-571	155583302	155584064	0	25,6869858	0	25,6869858	MSTO1_3
ENST00000368300.4	LMNA	1	1-393	156084710	156106026	79	176,4458118	0,447729528	53,81644453	LMNA_1
ENST00000368300.4	LMNA	1	394-665	156106027	156108897	91	110,1698346	0,825997428	3,335600537	LMNA_2
ENST00000315987.2	KCND3	1	1-425	112525348	112323408	50	231,7507924	0,215748993	142,538242	KCND3_1
ENST00000315987.2	KCND3	1	426-656	112323407	112318699	72	84,94686405	0,847588676	1,973248696	KCND3_2
ENST00000369202.1	NBPF20	1	1-63	148346756	148344729	19	22,19104731	0,85620114	0,482596365	NBPF20_1
ENST00000369202.1	NBPF20	1	64-166	148344728	148342538	0	21,90246927	0	43,80493855	NBPF20_2
ENST00000369202.1	NBPF20	1	167-4622	148342537	148251875	31	54,82709087	0,565413913	12,30195371	NBPF20_3
ENST00000263177.4	LPPR5	1	1-127	99470227	99418866	42	64,28639423	0,653326423	8,81580351	LPPR5_1
ENST00000263177.4	LPPR5	1	128-207	99418865	99418626	2	20,95585091	0,09543874	28,51461899	LPPR5_2
ENST00000263177.4	LPPR5	1	208-322	99387614	99358628	35	34,02835024	1,028554125	0	LPPR5_3
ENST00000309276.6	PPM1J	1	1-128	113257923	113256176	18	49,63877585	0,36261974	20,16593118	PPM1J_1
ENST00000309276.6	PPM1J	1	129-506	113256175	113252785	154	137,3668787	1,121085384	2,01402789	PPM1J_2
ENST00000261441.5	RSBN1	1	1-377	114355034	114340231	149	180,0948985	0,827341592	5,707586257	RSBN1_1
ENST00000261441.5	RSBN1	1	378-711	114340230	114308878	30	105,0184955	0,285663967	74,86064498	RSBN1_2
ENST00000261441.5	RSBN1	1	712-803	114308877	114308602	30	21,48630138	1,396238444	0	RSBN1_3
ENST00000329117.5	BCAN	1	1-353	156615847	156618649	104	168,9644113	0,615514233	24,97789154	BCAN_1
ENST00000329117.5	BCAN	1	354-912	156618650	156628926	224	206,1698077	1,086483043	1,542009287	BCAN_2
ENST00000271640.5	SETDB1	1	1-1155	150900191	150936013	250	394,9440438	0,633001064	53,19430984	SETDB1_1
ENST00000271640.5	SETDB1	1	1156-1292	150936014	150936840	13	53,95032989	0,240962382	31,08284085	SETDB1_2
ENST00000370008.3	STXBP3	1	1-34	109289360	109295687	15	8,838414777	1,697136916	0	STXBP3_1
ENST00000370008.3	STXBP3	1	35-98	109295688	109301167	2	18,649386	0,107242137	24,36810783	STXBP3_2
ENST00000370008.3	STXBP3	1	99-593	109301168	109351499	117	139,0848857	0,8412129	3,708714293	STXBP3_3
ENST00000368223.3	NES	1	1-288	156647056	156645052	59	131,4728154	0,448761973	39,94977175	NES_1
ENST00000368223.3	NES	1	289-1622	156645051	156639114	425	363,8761131	1,167979938	10,26758673	NES_2
